Population,Infected,Detected,Recovered,Death Toll,Time Elapsed,Infected Rate,Recovered Rate,Death Rate
430,274,198,192,5,652900,652900,639300,363450
430,275,198,192,5,655900,655900,639300,363450
430,276,198,192,5,663150,663150,639300,363450
430,277,198,192,5,666800,666800,639300,363450
430,278,198,192,5,668300,668300,639300,363450
430,278,198,193,5,670200,668300,670200,363450
430,279,198,193,5,671950,671950,670200,363450
430,280,198,193,5,672100,672100,670200,363450
430,281,198,193,5,675000,675000,670200,363450
430,281,199,193,5,675750,675000,670200,363450
430,282,199,193,5,681700,681700,670200,363450
430,282,200,193,5,691400,681700,670200,363450
430,283,200,193,5,692900,692900,670200,363450
430,283,201,193,5,695250,692900,670200,363450
430,283,202,193,5,708650,692900,670200,363450
430,283,203,193,5,710700,692900,670200,363450
430,283,204,193,5,712400,692900,670200,363450
430,283,205,193,5,713750,692900,670200,363450
430,283,206,193,5,714000,692900,670200,363450
430,284,206,193,5,717500,717500,670200,363450
430,284,206,194,5,718950,717500,718950,363450
430,285,206,194,5,720200,720200,718950,363450
430,285,207,194,5,723000,720200,718950,363450
430,286,207,194,5,726550,726550,718950,363450
430,287,207,194,5,732500,732500,718950,363450
430,287,208,194,5,732600,732500,718950,363450
430,287,208,195,5,734600,732500,734600,363450
430,288,208,195,5,736700,736700,734600,363450
430,288,208,196,5,738450,736700,738450,363450
430,289,208,196,5,739950,739950,738450,363450
430,290,208,196,5,741650,741650,738450,363450
430,290,209,196,5,748250,741650,738450,363450
430,291,209,196,5,750250,750250,738450,363450
430,291,209,197,5,751850,750250,751850,363450
430,291,209,198,5,753900,750250,753900,363450
430,291,209,199,5,755600,750250,755600,363450
430,291,209,200,5,756950,750250,756950,363450
430,291,209,201,5,757200,750250,757200,363450
430,291,210,201,5,760600,750250,757200,363450
430,291,210,202,5,766200,750250,766200,363450
430,291,211,202,5,768050,750250,766200,363450
430,291,212,202,5,769650,750250,766200,363450
430,291,212,203,5,775800,750250,775800,363450
430,291,213,203,5,778150,750250,775800,363450
430,292,213,203,5,782700,782700,775800,363450
430,293,213,203,5,787450,787450,775800,363450
430,293,213,204,5,791450,787450,791450,363450
430,293,214,204,5,791750,787450,791450,363450
430,293,215,204,5,803600,787450,791450,363450
430,293,215,205,5,803800,787450,803800,363450
430,293,215,206,5,811250,787450,811250,363450
430,293,215,207,5,812850,787450,812850,363450
430,293,216,207,5,818000,787450,812850,363450
430,294,216,207,5,820750,820750,812850,363450
430,294,217,207,5,821200,820750,812850,363450
430,294,217,208,5,821350,820750,821350,363450
430,294,217,209,5,834950,820750,834950,363450
430,294,217,210,5,846800,820750,846800,363450
430,295,217,210,5,856750,856750,846800,363450
430,295,217,211,5,861200,856750,861200,363450
430,295,217,212,5,864400,856750,864400,363450
430,296,217,212,5,867900,867900,864400,363450
430,297,217,212,5,887550,887550,864400,363450
430,297,218,212,5,887800,887550,864400,363450
430,298,218,212,5,897400,897400,864400,363450
430,298,219,212,5,898650,897400,864400,363450
430,299,219,212,5,902750,902750,864400,363450
430,299,220,212,5,905700,902750,864400,363450
430,300,220,212,5,906050,906050,864400,363450
430,300,221,212,5,909950,906050,864400,363450
430,301,221,212,5,912250,912250,864400,363450
430,302,221,212,5,922100,922100,864400,363450
430,303,221,212,5,922750,922750,864400,363450
430,304,221,212,5,923050,923050,864400,363450
430,305,221,212,5,930000,930000,864400,363450
430,305,221,213,5,931000,930000,931000,363450
430,305,222,213,5,932500,930000,931000,363450
430,306,222,213,5,936650,936650,931000,363450
430,307,222,213,5,940800,940800,931000,363450
430,307,222,214,5,941850,940800,941850,363450
430,308,222,214,5,944100,944100,941850,363450
430,308,223,214,5,944500,944100,941850,363450
430,308,224,214,5,944900,944100,941850,363450
430,309,224,214,5,947000,947000,941850,363450
430,309,224,214,6,948900,947000,941850,948900
430,309,225,214,6,950100,947000,941850,948900
430,309,225,215,6,953150,947000,953150,948900
430,309,226,215,6,957250,947000,953150,948900
430,310,226,215,6,960600,960600,953150,948900
430,311,226,215,6,960650,960650,953150,948900
430,311,227,215,6,961850,960650,953150,948900
430,312,227,215,6,964700,964700,953150,948900
430,313,227,215,6,964950,964950,953150,948900
430,314,227,215,6,966750,966750,953150,948900
430,315,227,215,6,970050,970050,953150,948900
430,315,228,215,6,973400,970050,953150,948900
430,316,228,215,6,975150,975150,953150,948900
430,316,228,215,7,975700,975150,953150,975700
430,317,228,215,7,976000,976000,953150,975700
430,317,229,215,7,978250,976000,953150,975700
430,317,230,215,7,978650,976000,953150,975700
430,317,231,215,7,980850,976000,953150,975700
430,317,232,215,7,983350,976000,953150,975700
430,317,232,216,7,987700,976000,987700,975700
430,317,232,217,7,988100,976000,988100,975700
430,317,233,217,7,990600,976000,988100,975700
430,317,233,218,7,993300,976000,993300,975700
430,317,234,218,7,996500,976000,993300,975700
430,318,234,218,7,998350,998350,993300,975700
430,319,234,218,7,999450,999450,993300,975700
430,319,234,219,7,1000450,999450,1000450,975700
430,319,235,219,7,1001850,999450,1000450,975700
430,319,236,219,7,1003200,999450,1000450,975700
430,320,236,219,7,1004450,1004450,1000450,975700
430,320,236,220,7,1005050,1004450,1005050,975700
430,320,237,220,7,1005550,1004450,1005050,975700
430,321,237,220,7,1013800,1013800,1005050,975700
430,321,237,221,7,1016600,1013800,1016600,975700
430,321,238,221,7,1021100,1013800,1016600,975700
430,321,238,222,7,1021450,1013800,1021450,975700
430,321,238,223,7,1021850,1013800,1021850,975700
430,321,238,224,7,1024050,1013800,1024050,975700
430,321,239,224,7,1026400,1013800,1024050,975700
430,321,239,225,7,1026550,1013800,1026550,975700
430,322,239,225,7,1032700,1032700,1026550,975700
430,322,240,225,7,1033100,1032700,1026550,975700
430,322,240,226,7,1033800,1032700,1033800,975700
430,323,240,226,7,1036250,1036250,1033800,975700
430,324,240,226,7,1037950,1037950,1033800,975700
430,324,240,227,7,1039700,1037950,1039700,975700
430,324,240,228,7,1045050,1037950,1045050,975700
430,324,240,229,7,1046400,1037950,1046400,975700
430,325,240,229,7,1047850,1047850,1046400,975700
430,325,240,230,7,1048750,1047850,1048750,975700
430,325,240,231,7,1064300,1047850,1064300,975700
430,325,241,231,7,1067000,1047850,1064300,975700
430,325,241,232,7,1069600,1047850,1069600,975700
430,326,241,232,7,1069900,1069900,1069600,975700
430,326,242,232,7,1070000,1069900,1069600,975700
430,326,242,233,7,1076300,1069900,1076300,975700
430,326,243,233,7,1077050,1069900,1076300,975700
430,326,244,233,7,1078600,1069900,1076300,975700
430,327,244,233,7,1080350,1080350,1076300,975700
430,327,245,233,7,1082250,1080350,1076300,975700
430,328,245,233,7,1088050,1088050,1076300,975700
430,329,245,233,7,1091650,1091650,1076300,975700
430,330,245,233,7,1105250,1105250,1076300,975700
430,331,245,233,7,1107350,1107350,1076300,975700
430,332,245,233,7,1108700,1108700,1076300,975700
430,333,245,233,7,1109950,1109950,1076300,975700
430,333,245,234,7,1110200,1109950,1110200,975700
430,333,245,235,7,1113200,1109950,1113200,975700
430,333,246,235,7,1117750,1109950,1113200,975700
430,333,246,236,7,1120250,1109950,1120250,975700
430,333,246,237,7,1121800,1109950,1121800,975700
430,334,246,237,7,1123300,1123300,1121800,975700
430,334,246,238,7,1125450,1123300,1125450,975700
430,334,247,238,7,1133050,1123300,1125450,975700
430,334,248,238,7,1137050,1123300,1125450,975700
430,335,248,238,7,1137350,1137350,1125450,975700
430,335,249,238,7,1137450,1137350,1125450,975700
430,335,250,238,7,1138650,1137350,1125450,975700
430,335,251,238,7,1149150,1137350,1125450,975700
430,335,252,238,7,1155600,1137350,1125450,975700
430,336,252,238,7,1160800,1160800,1125450,975700
430,336,252,239,7,1160950,1160800,1160950,975700
430,337,252,239,7,1164550,1164550,1160950,975700
430,338,252,239,7,1165400,1165400,1160950,975700
430,338,253,239,7,1173300,1165400,1160950,975700
430,338,253,240,7,1176250,1165400,1176250,975700
430,339,253,240,7,1178050,1178050,1176250,975700
430,339,253,241,7,1180250,1178050,1180250,975700
430,339,253,242,7,1180650,1178050,1180650,975700
430,339,254,242,7,1181050,1178050,1180650,975700
430,339,254,243,7,1181850,1178050,1181850,975700
430,340,254,243,7,1185700,1185700,1181850,975700
430,341,254,243,7,1185950,1185950,1181850,975700
